,0,1,2,3,4,5,6,7,8,9,10
1430,bitere,ond,gebolgne,bearhtm,ongeaton,,,,,,
1431,guðhorn,galan,sumne,geata,leod,,,,,,
1432,of,flanbogan,feores,getwæfde,,,,,,,
1433,yðgewinnes,þæt,him,on,aldre,stod,,,,,
1434,herestræl,hearda,he,on,holme,wæs,,,,,
1435,sundes,þe,sænra,ðe,hyne,swylt,fornam,,,,
1436,hræþe,wearð,on,yðum,mid,eoferspreotum,,,,,
1437,heorohocyhtum,hearde,genearwod,,,,,,,,
1438,niða,genæged,ond,on,næs,togen,,,,,
1439,wundorlic,wægbora,weras,sceawedon,,,,,,,
1440,gryrelicne,gist,gyrede,hine,beowulf,,,,,,
1441,eorlgewædum,nalles,for,ealdre,mearn,,,,,,
1442,scolde,herebyrne,hondum,gebroden,,,,,,,
1443,sid,ond,searofah,sund,cunnian,,,,,,
1444,seo,ðe,bancofan,beorgan,cuþe,,,,,,
1445,þæt,him,hildegrap,hreþre,ne,mihte,,,,,
1446,eorres,inwitfeng,aldre,gesceþðan,,,,,,,
1447,ac,se,hwita,helm,hafelan,werede,,,,,
1448,se,þe,meregrundas,mengan,scolde,,,,,,
1449,secan,sundgebland,since,geweorðad,,,,,,,
1450,befongen,freawrasnum,swa,hine,fyrndagum,,,,,,
1451,worhte,wæpna,smið,wundrum,teode,,,,,,
1452,besette,swinlicum,þæt,hine,syðþan,no,,,,,
1453,brond,ne,beadomecas,bitan,ne,meahton,,,,,
1454,næs,þæt,þonne,mætost,mægenfultuma,,,,,,
1455,þæt,him,on,ðearfe,lah,ðyle,hroðgares,,,,
1456,wæs,þæm,hæftmece,hrunting,nama,,,,,,
1457,þæt,wæs,an,foran,ealdgestreona,,,,,,
1458,ecg,wæs,iren,atertanum,fah,,,,,,
1459,ahyrded,heaþoswate,næfre,hit,æt,hilde,ne,swac,,,
1460,manna,ængum,þara,þe,hit,mid,mundum,bewand,,,
1461,se,ðe,gryresiðas,gegan,dorste,,,,,,
1462,folcstede,fara,næs,þæt,forma,sið,,,,,
1463,þæt,hit,ellenweorc,æfnan,scolde,,,,,,
1464,huru,ne,gemunde,mago,ecglafes,,,,,,
1465,eafoþes,cræftig,þæt,he,ær,gespræc,,,,,
1466,wine,druncen,þa,he,þæs,wæpnes,onlah,,,,
1467,selran,sweordfrecan,selfa,ne,dorste,,,,,,
1468,under,yða,gewin,aldre,geneþan,,,,,,
1469,drihtscype,dreogan,þær,he,dome,forleas,,,,,
1470,ellenmærðum,ne,wæs,þæm,oðrum,swa,,,,,
1471,syðþan,he,hine,to,guðe,gegyred,hæfde,,,,
1472,beowulf,maðelode,bearn,ecgþeowes,,,,,,,
1473,geþenc,nu,se,mæra,maga,healfdenes,,,,,
1474,snottra,fengel,nu,ic,eom,siðes,fus,,,,
1475,goldwine,gumena,hwæt,wit,geo,spræcon,,,,,
1476,gif,ic,æt,þearfe,þinre,scolde,,,,,
1477,aldre,linnan,þæt,ðu,me,a,wære,,,,
1478,forðgewitenum,on,fæder,stæle,,,,,,,
1479,wes,þu,mundbora,minum,magoþegnum,,,,,,
1480,hondgesellum,gif,mec,hild,nime,,,,,,
1481,swylce,þu,ða,madmas,þe,þu,me,sealdest,,,
1482,hroðgar,leofa,higelace,onsend,,,,,,,
1483,mæg,þonne,on,þæm,golde,ongitan,geata,dryhten,,,
1484,geseon,sunu,hrædles,þonne,he,on,þæt,sinc,starað,,
1485,þæt,ic,gumcystum,godne,funde,,,,,,
1486,beaga,bryttan,breac,þonne,moste,,,,,,
1487,ond,þu,unferð,læt,ealde,lafe,,,,,
1488,wrætlic,wægsweord,widcuðne,man,,,,,,,
1489,heardecg,habban,ic,me,mid,hruntinge,,,,,
1490,dom,gewyrce,oþðe,mec,deað,nimeð,,,,,
1491,æfter,þæm,wordum,wedergeata,leod,,,,,,
1492,efste,mid,elne,nalas,ondsware,,,,,,
1493,bidan,wolde,brimwylm,onfeng,,,,,,,
1494,hilderince,ða,wæs,hwil,dæges,,,,,,
1495,ær,he,þone,grundwong,ongytan,mehte,,,,,
1496,sona,þæt,onfunde,se,ðe,floda,begong,,,,
1497,heorogifre,beheold,hund,missera,,,,,,,
1498,grim,ond,grædig,þæt,þær,gumena,sum,,,,
1499,ælwihta,eard,ufan,cunnode,,,,,,,
1500,grap,þa,togeanes,guðrinc,gefeng,,,,,,
1501,atolan,clommum,no,þy,ær,in,gescod,,,,
1502,halan,lice,hring,utan,ymbbearh,,,,,,
1503,þæt,heo,þone,fyrdhom,ðurhfon,ne,mihte,,,,
1504,locene,leoðosyrcan,laþan,fingrum,,,,,,,
1505,bær,þa,seo,brimwylf,þa,heo,to,botme,com,,
1506,hringa,þengel,to,hofe,sinum,,,,,,
1507,swa,he,ne,mihte,no,he,þæs,modig,wæs,,
1508,wæpna,gewealdan,ac,hine,wundra,þæs,fela,,,,
1509,swencte,on,sunde,sædeor,monig,,,,,,
1510,hildetuxum,heresyrcan,bræc,,,,,,,,
1511,ehton,aglæcan,ða,se,eorl,ongeat,,,,,
1512,þæt,he,in,niðsele,nathwylcum,wæs,,,,,
1513,þær,him,nænig,wæter,wihte,ne,sceþede,,,,
1514,ne,him,for,hrofsele,hrinan,ne,mehte,,,,
1515,færgripe,flodes,fyrleoht,geseah,,,,,,,
1516,blacne,leoman,beorhte,scinan,,,,,,,
1517,ongeat,þa,se,goda,grundwyrgenne,,,,,,
1518,merewif,mihtig,mægenræs,forgeaf,,,,,,,
1519,hildebille,hond,sweng,ne,ofteah,,,,,,
1520,þæt,hire,on,hafelan,hringmæl,agol,,,,,
1521,grædig,guðleoð,ða,se,gist,onfand,,,,,
1522,þæt,se,beadoleoma,bitan,nolde,,,,,,
1523,aldre,sceþðan,ac,seo,ecg,geswac,,,,,
1524,ðeodne,æt,þearfe,ðolode,ær,fela,,,,,
1525,hondgemota,helm,oft,gescær,,,,,,,
1526,fæges,fyrdhrægl,ða,wæs,forma,sið,,,,,
1527,deorum,madme,þæt,his,dom,alæg,,,,,
1528,eft,wæs,anræd,nalas,elnes,læt,,,,,
1529,mærða,gemyndig,mæg,hylaces,,,,,,,
1530,wearp,ða,wundenmæl,wrættum,gebunden,,,,,,
1531,yrre,oretta,þæt,hit,on,eorðan,læg,,,,
1532,stið,ond,stylecg,strenge,getruwode,,,,,,
1533,mundgripe,mægenes,swa,sceal,man,don,,,,,
1534,þonne,he,æt,guðe,gegan,þenceð,,,,,
1535,longsumne,lof,na,ymb,his,lif,cearað,,,,
1536,gefeng,þa,be,eaxle,nalas,for,fæhðe,mearn,,,
1537,guðgeata,leod,grendles,modor,,,,,,,
1538,brægd,þa,beadwe,heard,þa,he,gebolgen,wæs,,,
1539,feorhgeniðlan,þæt,heo,on,flet,gebeah,,,,,
1540,heo,him,eft,hraþe,andlean,forgeald,,,,,
1541,grimman,grapum,ond,him,togeanes,feng,,,,,
1542,oferwearp,þa,werigmod,wigena,strengest,,,,,,
1543,feþecempa,þæt,he,on,fylle,wearð,,,,,
1544,ofsæt,þa,þone,selegyst,ond,hyre,seax,geteah,,,
1545,brad,ond,brunecg,wolde,hire,bearn,wrecan,,,,
1546,angan,eaferan,him,on,eaxle,læg,,,,,
1547,breostnet,broden,þæt,gebearh,feore,,,,,,
1548,wið,ord,ond,wið,ecge,ingang,forstod,,,,
1549,hæfde,ða,forsiðod,sunu,ecgþeowes,,,,,,
1550,under,gynne,grund,geata,cempa,,,,,,
1551,nemne,him,heaðobyrne,helpe,gefremede,,,,,,
1552,herenet,hearde,ond,halig,god,,,,,,
1553,geweold,wigsigor,witig,drihten,,,,,,,
1554,rodera,rædend,hit,on,ryht,gesced,,,,,
1555,yðelice,syþðan,he,eft,astod,,,,,,
1556,geseah,ða,on,searwum,sigeeadig,bil,,,,,
1557,eald,sweord,eotenisc,ecgum,þyhtig,,,,,,
1558,wigena,weorðmynd,þæt,wæs,wæpna,cyst,,,,,
1559,buton,hit,wæs,mare,ðonne,ænig,mon,oðer,,,
1560,to,beadulace,ætberan,meahte,,,,,,,
1561,god,ond,geatolic,giganta,geweorc,,,,,,
1562,he,gefeng,þa,fetelhilt,freca,scyldinga,,,,,
1563,hreoh,ond,heorogrim,hringmæl,gebrægd,,,,,,
1564,aldres,orwena,yrringa,sloh,,,,,,,
1565,þæt,hire,wið,halse,heard,grapode,,,,,
1566,banhringas,bræc,bil,eal,ðurhwod,,,,,,
1567,fægne,flæschoman,heo,on,flet,gecrong,,,,,
1568,sweord,wæs,swatig,secg,weorce,gefeh,,,,,
1569,lixte,se,leoma,leoht,inne,stod,,,,,
1570,efne,swa,of,hefene,hadre,scineð,,,,,
1571,rodores,candel,he,æfter,recede,wlat,,,,,
1572,hwearf,þa,be,wealle,wæpen,hafenade,,,,,
1573,heard,be,hiltum,higelaces,ðegn,,,,,,
1574,yrre,ond,anræd,næs,seo,ecg,fracod,,,,
1575,hilderince,ac,he,hraþe,wolde,,,,,,
1576,grendle,forgyldan,guðræsa,fela,,,,,,,
1577,ðara,þe,he,geworhte,to,westdenum,,,,,
1578,oftor,micle,ðonne,on,ænne,sið,,,,,
1579,þonne,he,hroðgares,heorðgeneatas,,,,,,,
1580,sloh,on,sweofote,slæpende,fræt,,,,,,
1581,folces,denigea,fyftyne,men,,,,,,,
1582,ond,oðer,swylc,ut,offerede,,,,,,
1583,laðlicu,lac,he,him,þæs,lean,forgeald,,,,
1584,reþe,cempa,to,ðæs,þe,he,on,ræste,geseah,,
1585,guðwerigne,grendel,licgan,,,,,,,,
1586,aldorleasne,swa,him,ær,gescod,,,,,,
1587,hild,æt,heorote,hra,wide,sprong,,,,,
1588,syþðan,he,æfter,deaðe,drepe,þrowade,,,,,
1589,heorosweng,heardne,ond,hine,þa,heafde,becearf,,,,
1590,sona,þæt,gesawon,snottre,ceorlas,,,,,,
1591,þa,ðe,mid,hroðgare,on,holm,wliton,,,,
1592,þæt,wæs,yðgeblond,eal,gemenged,,,,,,
1593,brim,blode,fah,blondenfeaxe,,,,,,,
1594,gomele,ymb,godne,ongeador,spræcon,,,,,,
1595,þæt,hig,þæs,æðelinges,eft,ne,wendon,,,,
1596,þæt,he,sigehreðig,secean,come,,,,,,
1597,mærne,þeoden,þa,ðæs,monige,gewearð,,,,,
1598,þæt,hine,seo,brimwylf,abroten,hæfde,,,,,
1599,ða,com,non,dæges,næs,ofgeafon,,,,,
1600,hwate,scyldingas,gewat,him,ham,þonon,,,,,
1601,goldwine,gumena,gistas,setan,,,,,,,
1602,modes,seoce,ond,on,mere,staredon,,,,,
1603,wiston,ond,ne,wendon,þæt,hie,heora,winedrihten,,,
1604,selfne,gesawon,þa,þæt,sweord,ongan,,,,,
1605,æfter,heaþoswate,hildegicelum,,,,,,,,
1606,wigbil,wanian,þæt,wæs,wundra,sum,,,,,
1607,þæt,hit,eal,gemealt,ise,gelicost,,,,,
1608,ðonne,forstes,bend,fæder,onlæteð,,,,,,
1609,onwindeð,wælrapas,se,geweald,hafað,,,,,,
1610,sæla,ond,mæla,þæt,is,soð,metod,,,,
1611,ne,nom,he,in,þæm,wicum,wedergeata,leod,,,
1612,maðmæhta,ma,þeh,he,þær,monige,geseah,,,,
1613,buton,þone,hafelan,ond,þa,hilt,somod,,,,
1614,since,fage,sweord,ær,gemealt,,,,,,
1615,forbarn,brodenmæl,wæs,þæt,blod,to,þæs,hat,,,
1616,ættren,ellorgæst,se,þær,inne,swealt,,,,,
1617,sona,wæs,on,sunde,se,þe,ær,æt,sæcce,gebad,
1618,wighryre,wraðra,wæter,up,þurhdeaf,,,,,,
1619,wæron,yðgebland,eal,gefælsod,,,,,,,
1620,eacne,eardas,þa,se,ellorgast,,,,,,
1621,oflet,lifdagas,ond,þas,lænan,gesceaft,,,,,
1622,com,þa,to,lande,lidmanna,helm,,,,,
1623,swiðmod,swymman,sælace,gefeah,,,,,,,
1624,mægenbyrþenne,þara,þe,he,him,mid,hæfde,,,,
1625,eodon,him,þa,togeanes,gode,þancodon,,,,,
1626,ðryðlic,þegna,heap,þeodnes,gefegon,,,,,,
1627,þæs,þe,hi,hyne,gesundne,geseon,moston,,,,
1628,ða,wæs,of,þæm,hroran,helm,ond,byrne,,,
1629,lungre,alysed,lagu,drusade,,,,,,,
1630,wæter,under,wolcnum,wældreore,fag,,,,,,
1631,ferdon,forð,þonon,feþelastum,,,,,,,
1632,ferhþum,fægne,foldweg,mæton,,,,,,,
1633,cuþe,stræte,cyningbalde,men,,,,,,,
1634,from,þæm,holmclife,hafelan,bæron,,,,,,
1635,earfoðlice,heora,æghwæþrum,,,,,,,,
1636,felamodigra,feower,scoldon,,,,,,,,
1637,on,þæm,wælstenge,weorcum,geferian,,,,,,
1638,to,þæm,goldsele,grendles,heafod,,,,,,
1639,oþðæt,semninga,to,sele,comon,,,,,,
1640,frome,fyrdhwate,feowertyne,,,,,,,,
1641,geata,gongan,gumdryhten,mid,,,,,,,
1642,modig,on,gemonge,meodowongas,træd,,,,,,
1643,ða,com,in,gan,ealdor,ðegna,,,,,
1644,dædcene,mon,dome,gewurþad,,,,,,,
1645,hæle,hildedeor,hroðgar,gretan,,,,,,,
1646,þa,wæs,be,feaxe,on,flet,boren,,,,
1647,grendles,heafod,þær,guman,druncon,,,,,,
1648,egeslic,for,eorlum,ond,þære,idese,mid,,,,
1649,wliteseon,wrætlic,weras,on,sawon,,,,,,
1650,beowulf,maþelode,bearn,ecgþeowes,,,,,,,
1651,hwæt,we,þe,þas,sælac,sunu,healfdenes,,,,
1652,leod,scyldinga,lustum,brohton,,,,,,,
1653,tires,to,tacne,þe,þu,her,to,locast,,,
1654,ic,þæt,unsofte,ealdre,gedigde,,,,,,
1655,wigge,under,wætere,weorc,geneþde,,,,,,
1656,earfoðlice,ætrihte,wæs,,,,,,,,
1657,guð,getwæfed,nymðe,mec,god,scylde,,,,,
1658,ne,meahte,ic,æt,hilde,mid,hruntinge,,,,
1659,wiht,gewyrcan,þeah,þæt,wæpen,duge,,,,,
1660,ac,me,geuðe,ylda,waldend,,,,,,
1661,þæt,ic,on,wage,geseah,wlitig,hangian,,,,
1662,eald,sweord,eacen,oftost,wisode,,,,,,
1663,winigea,leasum,þæt,ic,ðy,wæpne,gebræd,,,,
1664,ofsloh,ða,æt,þære,sæcce,þa,me,sæl,ageald,,
1665,huses,hyrdas,þa,þæt,hildebil,,,,,,
1666,forbarn,brogdenmæl,swa,þæt,blod,gesprang,,,,,
1667,hatost,heaþoswata,ic,þæt,hilt,þanan,,,,,
1668,feondum,ætferede,fyrendæda,wræc,,,,,,,
1669,deaðcwealm,denigea,swa,hit,gedefe,wæs,,,,,
1670,ic,hit,þe,þonne,gehate,þæt,þu,on,heorote,most,
1671,sorhleas,swefan,mid,þinra,secga,gedryht,,,,,
1672,ond,þegna,gehwylc,þinra,leoda,,,,,,
1673,duguðe,ond,iogoþe,þæt,þu,him,ondrædan,ne,þearft,,
1674,þeoden,scyldinga,on,þa,healfe,,,,,,
1675,aldorbealu,eorlum,swa,þu,ær,dydest,,,,,
1676,ða,wæs,gylden,hilt,gamelum,rince,,,,,
1677,harum,hildfruman,on,hand,gyfen,,,,,,
1678,enta,ærgeweorc,hit,on,æht,gehwearf,,,,,
1679,æfter,deofla,hryre,denigea,frean,,,,,,
1680,wundorsmiþa,geweorc,ond,þa,þas,worold,ofgeaf,,,,
1681,gromheort,guma,godes,ondsaca,,,,,,,
1682,morðres,scyldig,ond,his,modor,eac,,,,,
1683,on,geweald,gehwearf,woroldcyninga,,,,,,,
1684,ðæm,selestan,be,sæm,tweonum,,,,,,
1685,ðara,þe,on,scedenigge,sceattas,dælde,,,,,
1686,hroðgar,maðelode,hylt,sceawode,,,,,,,
1687,ealde,lafe,on,ðæm,wæs,or,writen,,,,
1688,fyrngewinnes,syðþan,flod,ofsloh,,,,,,,
1689,gifen,geotende,giganta,cyn,,,,,,,
1690,frecne,geferdon,þæt,wæs,fremde,þeod,,,,,
1691,ecean,dryhtne,him,þæs,endelean,,,,,,
1692,þurh,wæteres,wylm,waldend,sealde,,,,,,
1693,swa,wæs,on,ðæm,scennum,sciran,goldes,,,,
1694,þurh,runstafas,rihte,gemearcod,,,,,,,
1695,geseted,ond,gesæd,hwam,þæt,sweord,geworht,,,,
1696,irena,cyst,ærest,wære,,,,,,,
1697,wreoþenhilt,ond,wyrmfah,ða,se,wisa,spræc,,,,
1698,sunu,healfdenes,swigedon,ealle,,,,,,,
1699,þæt,la,mæg,secgan,se,þe,soð,ond,riht,,
1700,fremeð,on,folce,feor,eal,gemon,,,,,
1701,eald,oeweard,þæt,ðes,eorl,wære,,,,,
1702,geboren,betera,blæd,is,aræred,,,,,,
1703,geond,widwegas,wine,min,beowulf,,,,,,
1704,ðin,ofer,þeoda,gehwylce,eal,þu,hit,geþyldum,healdest,,
1705,mægen,mid,modes,snyttrum,ic,þe,sceal,mine,gelæstan,,
1706,freode,swa,wit,furðum,spræcon,ðu,scealt,to,frofre,weorþan,
1707,eal,langtwidig,leodum,þinum,,,,,,,
1708,hæleðum,to,helpe,ne,wearð,heremod,swa,,,,
1709,eaforum,ecgwelan,arscyldingum,,,,,,,,
1710,ne,geweox,he,him,to,willan,ac,to,wælfealle,,
1711,ond,to,deaðcwalum,deniga,leodum,,,,,,
1712,breat,bolgenmod,beodgeneatas,,,,,,,,
1713,eaxlgesteallan,oþþæt,he,ana,hwearf,,,,,,
1714,mære,þeoden,mondreamum,from,,,,,,,
1715,ðeah,þe,hine,mihtig,god,mægenes,wynnum,,,,
1716,eafeþum,stepte,ofer,ealle,men,,,,,,
1717,forð,gefremede,hwæþere,him,on,ferhþe,greow,,,,
1718,breosthord,blodreow,nallas,beagas,geaf,,,,,,
1719,denum,æfter,dome,dreamleas,gebad,,,,,,
1720,þæt,he,þæs,gewinnes,weorc,þrowade,,,,,
1721,leodbealo,longsum,ðu,þe,lær,be,þon,,,,
1722,gumcyste,ongit,ic,þis,gid,be,þe,,,,
1723,awræc,wintrum,frod,wundor,is,to,secganne,,,,
1724,hu,mihtig,god,manna,cynne,,,,,,
1725,þurh,sidne,sefan,snyttru,bryttað,,,,,,
1726,eard,ond,eorlscipe,he,ah,ealra,geweald,,,,
1727,hwilum,he,on,lufan,læteð,hworfan,,,,,
1728,monnes,modgeþonc,mæran,cynnes,,,,,,,
1729,seleð,him,on,eþle,eorþan,wynne,,,,,
1730,to,healdanne,hleoburh,wera,,,,,,,
1731,gedeð,him,swa,gewealdene,worolde,dælas,,,,,
1732,side,rice,þæt,he,his,selfa,ne,mæg,,,
1733,for,his,unsnyttrum,ende,geþencean,,,,,,
1734,wunað,he,on,wiste,no,hine,wiht,dweleð,,,
1735,adl,ne,yldo,ne,him,inwitsorh,,,,,
1736,on,sefan,sweorceð,ne,gesacu,ohwær,,,,,
1737,ecghete,eoweð,ac,him,eal,worold,,,,,
1738,wendeð,on,willan,he,þæt,wyrse,ne,con,,,
1739,oðþæt,him,on,innan,oferhygda,dæl,,,,,
1740,weaxeð,ond,wridað,þonne,se,weard,swefeð,,,,
1741,sawele,hyrde,bið,se,slæp,to,fæst,,,,
1742,bisgum,gebunden,bona,swiðe,neah,,,,,,
1743,se,þe,of,flanbogan,fyrenum,sceoteð,,,,,
1744,þonne,bið,on,hreþre,under,helm,drepen,,,,
1745,biteran,stræle,him,bebeorgan,ne,con,,,,,
1746,wom,wundorbebodum,wergan,gastes,,,,,,,
1747,þinceð,him,to,lytel,þæt,he,lange,heold,,,
1748,gytsað,gromhydig,nallas,on,gylp,seleð,,,,,
1749,fædde,beagas,ond,he,þa,forðgesceaft,,,,,
1750,forgyteð,ond,forgymeð,þæs,þe,him,ær,god,sealde,,
1751,wuldres,waldend,weorðmynda,dæl,,,,,,,
1752,hit,on,endestæf,eft,gelimpeð,,,,,,
1753,þæt,se,lichoma,læne,gedreoseð,,,,,,
1754,fæge,gefealleð,fehð,oþer,to,,,,,,
1755,se,þe,unmurnlice,madmas,dæleþ,,,,,,
1756,eorles,ærgestreon,egesan,ne,gymeð,,,,,,
1757,bebeorh,þe,ðone,bealonið,beowulf,leofa,,,,,
1758,secg,betsta,ond,þe,þæt,selre,geceos,,,,
1759,ece,rædas,oferhyda,ne,gym,,,,,,
1760,mære,cempa,nu,is,þines,mægnes,blæd,,,,
1761,ane,hwile,eft,sona,bið,,,,,,
1762,þæt,þec,adl,oððe,ecg,eafoþes,getwæfeð,,,,
1763,oððe,fyres,feng,oððe,flodes,wylm,,,,,
1764,oððe,gripe,meces,oððe,gares,fliht,,,,,
1765,oððe,atol,yldo,oððe,eagena,bearhtm,,,,,
1766,forsiteð,ond,forsworceð,semninga,bið,,,,,,
1767,þæt,ðec,dryhtguma,deað,oferswyðeð,,,,,,
1768,swa,ic,hringdena,hund,missera,,,,,,
1769,weold,under,wolcnum,ond,hig,wigge,beleac,,,,
1770,manigum,mægþa,geond,þysne,middangeard,,,,,,
1771,æscum,ond,ecgum,þæt,ic,me,ænigne,,,,
1772,under,swegles,begong,gesacan,ne,tealde,,,,,
1773,hwæt,me,þæs,on,eþle,edwenden,cwom,,,,
1774,gyrn,æfter,gomene,seoþðan,grendel,wearð,,,,,
1775,ealdgewinna,ingenga,min,,,,,,,,
1776,ic,þære,socne,singales,wæg,,,,,,
1777,modceare,micle,þæs,sig,metode,þanc,,,,,
1778,ecean,dryhtne,þæs,ðe,ic,on,aldre,gebad,,,
1779,þæt,ic,on,þone,hafelan,heorodreorigne,,,,,
1780,ofer,ealdgewin,eagum,starige,,,,,,,
1781,ga,nu,to,setle,symbelwynne,dreoh,,,,,
1782,wigge,weorþad,unc,sceal,worn,fela,,,,,
1783,maþma,gemænra,siþðan,morgen,bið,,,,,,
1784,geat,wæs,glædmod,geong,sona,to,,,,,
1785,setles,neosan,swa,se,snottra,heht,,,,,
1786,þa,wæs,eft,swa,ær,ellenrofum,,,,,
1787,fletsittendum,fægere,gereorded,,,,,,,,
1788,niowan,stefne,nihthelm,geswearc,,,,,,,
1789,deorc,ofer,dryhtgumum,duguð,eal,aras,,,,,
1790,wolde,blondenfeax,beddes,neosan,,,,,,,
1791,gamela,scylding,geat,unigmetes,wel,,,,,,
1792,rofne,randwigan,restan,lyste,,,,,,,
1793,sona,him,seleþegn,siðes,wergum,,,,,,
1794,feorrancundum,forð,wisade,,,,,,,,
1795,se,for,andrysnum,ealle,beweotede,,,,,,
1796,þegnes,þearfe,swylce,þy,dogore,,,,,,
1797,heaþoliðende,habban,scoldon,,,,,,,,
1798,reste,hine,þa,rumheort,reced,hliuade,,,,,
1799,geap,ond,goldfah,gæst,inne,swæf,,,,,
1800,oþþæt,hrefn,blaca,heofones,wynne,,,,,,
1801,bliðheort,bodode,ða,com,beorht,scacan,,,,,
1802,scaþan,onetton,,,,,,,,,
1803,wæron,æþelingas,eft,to,leodum,,,,,,
1804,fuse,to,farenne,wolde,feor,þanon,,,,,
1805,cuma,collenferhð,ceoles,neosan,,,,,,,
1806,heht,þa,se,hearda,hrunting,beran,,,,,
1807,sunu,ecglafes,heht,his,sweord,niman,,,,,
1808,leoflic,iren,sægde,him,þæs,leanes,þanc,,,,
1809,cwæð,he,þone,guðwine,godne,tealde,,,,,
1810,wigcræftigne,nales,wordum,log,,,,,,,
1811,meces,ecge,þæt,wæs,modig,secg,,,,,
1812,ond,þa,siðfrome,searwum,gearwe,,,,,,
1813,wigend,wæron,eode,weorð,denum,,,,,,
1814,æþeling,to,yppan,þær,se,oþer,wæs,,,,
1815,hæle,hildedeor,hroðgar,grette,,,,,,,
1816,beowulf,maþelode,bearn,ecgþeowes,,,,,,,
1817,nu,we,sæliðend,secgan,wyllað,,,,,,
1818,feorran,cumene,þæt,we,fundiaþ,,,,,,
1819,higelac,secan,wæron,her,tela,,,,,,
1820,willum,bewenede,þu,us,wel,dohtest,,,,,
1821,gif,ic,þonne,on,eorþan,owihte,mæg,,,,
1822,þinre,modlufan,maran,tilian,,,,,,,
1823,gumena,dryhten,ðonne,ic,gyt,dyde,,,,,
1824,guðgeweorca,ic,beo,gearo,sona,,,,,,
1825,gif,ic,þæt,gefricge,ofer,floda,begang,,,,
1826,þæt,þec,ymbsittend,egesan,þywað,,,,,,
1827,swa,þec,hetende,hwilum,dydon,,,,,,
1828,ic,ðe,þusenda,þegna,bringe,,,,,,
1829,hæleþa,to,helpe,ic,on,higelac,wat,,,,
1830,geata,dryhten,þeah,ðe,he,geong,sy,,,,
1831,folces,hyrde,þæt,he,mec,fremman,wile,,,,
1832,wordum,ond,worcum,þæt,ic,þe,wel,herige,,,
1833,ond,þe,to,geoce,garholt,bere,,,,,
1834,mægenes,fultum,þær,ðe,bið,manna,þearf,,,,
1835,gif,him,þonne,hreþric,to,hofum,geata,,,,
1836,geþingeð,þeodnes,bearn,he,mæg,þær,fela,,,,
1837,freonda,findan,feorcyþðe,beoð,,,,,,,
1838,selran,gesohte,þæm,þe,him,selfa,deah,,,,
1839,hroðgar,maþelode,him,on,ondsware,,,,,,
1840,þe,þa,wordcwydas,wigtig,drihten,,,,,,
1841,on,sefan,sende,ne,hyrde,ic,snotorlicor,,,,
1842,on,swa,geongum,feore,guman,þingian,,,,,
1843,þu,eart,mægenes,strang,ond,on,mode,frod,,,
1844,wis,wordcwida,wen,ic,talige,,,,,,
1845,gif,þæt,gegangeð,þæt,ðe,gar,nymeð,,,,
1846,hild,heorugrimme,hreþles,eaferan,,,,,,,
1847,adl,oþðe,iren,ealdor,ðinne,,,,,,
1848,folces,hyrde,ond,þu,þin,feorh,hafast,,,,
1849,þæt,þe,sægeatas,selran,næbben,,,,,,
1850,to,geceosenne,cyning,ænigne,,,,,,,
1851,hordweard,hæleþa,gyf,þu,healdan,wylt,,,,,
1852,maga,rice,me,þin,modsefa,,,,,,
1853,licað,leng,swa,wel,leofa,beowulf,,,,,
1854,hafast,þu,gefered,þæt,þam,folcum,sceal,,,,
1855,geata,leodum,ond,gardenum,,,,,,,
1856,sib,gemæne,ond,sacu,restan,,,,,,
1857,inwitniþas,þe,hie,ær,drugon,,,,,,
1858,wesan,þenden,ic,wealde,widan,rices,,,,,
1859,maþmas,gemæne,manig,oþerne,,,,,,,
1860,godum,gegretan,ofer,ganotes,bæð,,,,,,
1861,sceal,hringnaca,ofer,heafu,bringan,,,,,,
1862,lac,ond,luftacen,ic,þa,leode,wat,,,,
1863,ge,wið,feond,ge,wið,freond,fæste,geworhte,,,
1864,æghwæs,untæle,ealde,wisan,,,,,,,
1865,ða,git,him,eorla,hleo,inne,gesealde,,,,
1866,mago,healfdenes,maþmas,xii,,,,,,,
1867,het,hine,mid,þæm,lacum,leode,swæse,,,,
1868,secean,on,gesyntum,snude,eft,cuman,,,,,
1869,gecyste,þa,cyning,æþelum,god,,,,,,
1870,þeoden,scyldinga,ðegn,betstan,,,,,,,
1871,ond,be,healse,genam,hruron,him,tearas,,,,
1872,blondenfeaxum,him,wæs,bega,wen,,,,,,
1873,ealdum,infrodum,oþres,swiðor,,,,,,,
1874,þæt,hie,seoððan,no,geseon,moston,,,,,
1875,modige,on,meþle,wæs,him,se,man,to,þon,leof,
1876,þæt,he,þone,breostwylm,forberan,ne,mehte,,,,
1877,ac,him,on,hreþre,hygebendum,fæst,,,,,
1878,æfter,deorum,men,dyrne,langað,,,,,,
1879,beorn,wið,blode,him,beowulf,þanan,,,,,
1880,guðrinc,goldwlanc,græsmoldan,træd,,,,,,,
1881,since,hremig,sægenga,bad,,,,,,,
1882,agendfrean,se,þe,on,ancre,rad,,,,,
1883,þa,wæs,on,gange,gifu,hroðgares,,,,,
1884,oft,geæhted,þæt,wæs,an,cyning,,,,,
1885,æghwæs,orleahtre,oþþæt,hine,yldo,benam,,,,,
1886,mægenes,wynnum,se,þe,oft,manegum,scod,,,,
1887,cwom,þa,to,flode,felamodigra,,,,,,
