,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2395,on,a,comfortless,campaign,when,he,killed,onela,,,,,,,,,,,
2396,and,so,the,son,of,ecgtheow,had,survived,,,,,,,,,,,
2397,every,extreme,excelling,himself,,,,,,,,,,,,,,,
2398,in,daring,and,in,danger,until,the,day,arrived,,,,,,,,,,
2399,when,he,had,to,come,face,to,face,with,the,dragon,2400,,,,,,,
2400,the,lord,of,the,geats,took,eleven,comrades,,,,,,,,,,,
2401,and,went,in,a,rage,to,reconnoiter,,,,,,,,,,,,
2402,by,then,he,had,discovered,the,cause,of,the,affliction,,,,,,,,,
2403,being,visited,on,the,people,the,precious,cup,,,,,,,,,,,
2404,had,come,to,him,from,the,hand,of,the,finder,,,,,,,,,
2405,the,one,who,had,started,all,this,strife,,,,,,,,,,,
2406,and,was,now,added,as,a,thirteenth,to,their,number,,,,,,,,,
2407,they,pressganged,and,compelled,this,poor,creature,,,,,,,,,,,,
2408,to,be,their,guide,against,his,will,,,,,,,,,,,,
2409,he,led,them,to,the,earthvault,he,alone,knew,2410,,,,,,,,,
2410,an,underground,barrow,near,the,seabillows,,,,,,,,,,,,,
2411,and,heaving,waves,heaped,inside,,,,,,,,,,,,,,
2412,with,exquisite,metalwork,the,one,who,stood,guard,,,,,,,,,,,
2413,was,dangerous,and,watchful,warden,of,that,trove,,,,,,,,,,,
2414,buried,under,earth,no,easy,bargain,,,,,,,,,,,,,
2415,would,be,made,in,that,place,by,any,man,,,,,,,,,,
2416,the,veteran,king,sat,down,on,the,clifftop,,,,,,,,,,,
2417,he,wished,good,luck,to,the,geats,who,had,shared,,,,,,,,,
2418,his,hearth,and,his,gold,he,was,sad,at,heart,,,,,,,,,
2419,unsettled,yet,ready,sensing,his,own,death,2420,,,,,,,,,,,
2420,his,fate,hovered,near,unknowable,but,certain,,,,,,,,,,,,
2421,it,would,soon,claim,his,coffered,soul,,,,,,,,,,,,
2422,part,life,from,limb,before,long,,,,,,,,,,,,,
2423,the,princes,spirit,would,spin,free,from,his,body,,,,,,,,,,
2424,beowulf,son,of,ecgtheow,spoke,,,,,,,,,,,,,,
2425,many,a,skirmish,i,survived,when,i,was,young,,,,,,,,,,
2426,and,many,times,of,war,i,remember,them,well,,,,,,,,,,
2427,at,seven,i,was,fostered,out,by,my,father,,,,,,,,,,
2428,left,in,the,charge,of,my,peoples,lord,,,,,,,,,,,
2429,king,hrethel,kept,me,and,took,care,of,me,2430,,,,,,,,,
2430,was,openhanded,behaved,lie,a,kinsman,,,,,,,,,,,,,
2431,while,i,was,his,ward,he,treated,me,no,worse,,,,,,,,,
2432,as,a,wean,about,the,place,than,one,of,his,own,boys,,,,,,,
2433,herebeald,and,haethcyn,or,my,own,hygelac,,,,,,,,,,,,
2434,for,the,eldest,herebeald,an,unexpected,,,,,,,,,,,,,
2435,deathbed,was,laid,out,through,a,brothers,doing,,,,,,,,,,,
2436,when,haethcyn,bent,his,horntipped,bow,,,,,,,,,,,,,
2437,and,loosed,the,arrow,that,destroyed,his,life,,,,,,,,,,,
2438,he,shot,wide,and,buried,a,shaft,,,,,,,,,,,,
2439,in,the,flesh,and,blood,of,his,own,brother,2440,,,,,,,,,
2440,that,offence,was,beyond,redress,a,wrong,footing,,,,,,,,,,,
2441,of,the,hearts,affections,for,who,could,avenge,,,,,,,,,,,
2442,the,princes,life,or,pay,his,deathprice,,,,,,,,,,,,
2443,it,was,like,the,misery,felt,by,an,old,man,,,,,,,,,
2444,who,has,lived,to,see,his,sons,body,,,,,,,,,,,
2445,swing,on,the,gallows,he,begins,to,keen,,,,,,,,,,,
2446,and,weep,for,his,boy,watching,the,raven,,,,,,,,,,,
2447,gloat,where,he,hangs,he,can,be,of,no,help,,,,,,,,,
2448,the,wisdom,of,age,is,worthless,to,him,,,,,,,,,,,
2449,morning,after,morning,he,wakes,to,remember,2450,,,,,,,,,,,
2450,that,his,child,is,gone,he,has,no,interest,,,,,,,,,,
2451,in,living,on,until,another,heir,,,,,,,,,,,,,
2452,is,born,in,the,hall,now,that,his,firstborn,,,,,,,,,,
2453,has,entered,deaths,dominion,forever,,,,,,,,,,,,,,
2454,he,gazes,sorrowfully,at,his,sons,dwelling,,,,,,,,,,,,
2455,the,banquet,hall,bereft,of,all,delight,,,,,,,,,,,,
2456,the,windswept,hearthstone,the,horsemen,are,sleeping,,,,,,,,,,,,
2457,the,warriors,underground,what,was,is,no,more,,,,,,,,,,,
2458,no,tunes,from,the,harp,no,cheer,raised,in,the,yard,,,,,,,,
2459,alone,with,his,longing,he,lies,down,on,his,bed,2460,,,,,,,,
2460,and,sings,a,lament,everything,seems,too,large,,,,,,,,,,,
2461,the,steadings,and,the,fields,such,was,the,feeling,,,,,,,,,,
2462,of,loss,endured,by,the,lord,of,the,geats,,,,,,,,,,
2463,after,herebealds,death,he,was,hopelessly,placed,,,,,,,,,,,,
2464,to,set,to,rights,the,wrong,committed,,,,,,,,,,,,
2465,could,not,punish,the,killer,in,accordance,of,the,law,,,,,,,,,
2466,of,the,bloodfeud,although,he,felt,no,love,for,him,,,,,,,,,
2467,heartsore,wearied,he,turned,away,,,,,,,,,,,,,,
2468,from,lifes,joys,chose,gods,light,,,,,,,,,,,,,
2469,and,departed,leaving,buildings,and,lands,2470,,,,,,,,,,,,
2470,to,his,sons,as,a,man,of,substance,will,,,,,,,,,,
2471,then,over,the,wide,seas,swedes,and,geats,,,,,,,,,,,
2472,battled,and,feuded,and,fought,without,quarter,,,,,,,,,,,,
2473,hostilities,broke,out,when,hrethel,died,,,,,,,,,,,,,
2474,ongentheows,sons,were,unrelenting,,,,,,,,,,,,,,,
2475,refusing,to,make,peace,campaigning,violently,,,,,,,,,,,,,
2476,from,coast,to,coast,constantly,setting,up,,,,,,,,,,,,
2477,terrible,ambushes,around,hreasnshill,,,,,,,,,,,,,,,
2478,my,own,kith,and,kin,avenged,,,,,,,,,,,,,
2479,these,evil,events,as,everybody,knows,2480,,,,,,,,,,,,
2480,but,the,price,was,high,one,of,them,paid,,,,,,,,,,
2481,with,his,life,heathcyn,lord,of,the,geats,,,,,,,,,,,
2482,met,his,fate,there,and,fell,in,battle,,,,,,,,,,,
2483,then,as,i,have,heard,hygelacs,sword,,,,,,,,,,,,
2484,was,raised,in,the,morning,against,ongentheow,,,,,,,,,,,,
2485,his,brothers,killer,when,eofor,cleft,,,,,,,,,,,,,
2486,the,old,swedes,helmet,halved,it,open,,,,,,,,,,,,
2487,he,fell,deathpale,his,feudcalloused,hand,,,,,,,,,,,,,
2488,could,not,stave,off,the,fatal,stroke,,,,,,,,,,,,
2489,the,treasures,that,hygelac,lavished,on,me,2490,,,,,,,,,,,
2490,i,paid,for,as,i,fought,as,fortune,allowed,me,,,,,,,,,
2491,with,my,glittering,sword,he,gave,me,land,,,,,,,,,,,
2492,and,the,security,land,brings,so,he,had,no,call,,,,,,,,,
2493,to,go,looking,for,some,lesser,champion,,,,,,,,,,,,
2494,some,mercenary,among,the,grifthas,,,,,,,,,,,,,,
2495,or,the,speardanes,or,the,men,of,sweden,,,,,,,,,,,
2496,i,marched,ahead,of,him,always,there,,,,,,,,,,,,
2497,at,the,front,of,the,line,and,i,shall,fight,like,that,,,,,,,
2498,for,as,long,as,i,live,as,long,as,this,sword,,,,,,,,
2499,shall,last,which,has,stood,me,in,good,stead,2500,,,,,,,,,
2500,late,and,soon,ever,since,i,killed,,,,,,,,,,,,
2501,dayraven,the,frank,in,front,of,the,two,armies,,,,,,,,,,
2502,he,brought,back,no,looted,breastplate,,,,,,,,,,,,,
2503,to,the,frisian,king,but,fell,in,battle,,,,,,,,,,,
2504,their,standardbearer,highborn,and,brave,,,,,,,,,,,,,,
2505,no,sword,blade,sent,him,to,his,death,,,,,,,,,,,
2506,my,bare,hands,stilled,his,heartbeats,,,,,,,,,,,,,
2507,and,wrecked,the,bonehouse,now,blade,and,hand,,,,,,,,,,,
2508,sword,and,swordstroke,will,assay,the,hoard,,,,,,,,,,,,
2509,beowulf,spoke,made,a,formal,boast,2510,,,,,,,,,,,,
2510,for,the,last,time,i,risked,my,life,,,,,,,,,,,
2511,often,when,i,was,young,now,i,am,old,,,,,,,,,,
2512,but,as,king,of,this,people,i,shall,pursue,this,fight,,,,,,,,
2513,for,the,glory,of,winning,if,the,evil,one,will,only,,,,,,,,
2514,abandon,his,earthfort,and,face,me,in,the,open,,,,,,,,,,
2515,then,he,addressed,each,dear,companion,,,,,,,,,,,,,
2516,one,final,time,those,fighters,in,their,helmets,,,,,,,,,,,
2517,resolute,and,highborn,i,would,rather,not,,,,,,,,,,,,
2518,use,a,weapon,if,i,knew,another,way,,,,,,,,,,,
2519,to,grapple,with,the,dragon,and,make,good,my,boast,2520,,,,,,,,
2520,as,i,did,against,grendel,in,days,gone,by,,,,,,,,,,
2521,but,i,shall,be,meeting,molten,venom,,,,,,,,,,,,
2522,in,the,fire,he,breaths,so,i,go,forth,,,,,,,,,,
2523,in,mailshirt,and,shield,i,wont,shift,a,foot,,,,,,,,,,
2524,when,i,meet,the,caveguard,what,occurs,on,the,wall,,,,,,,,,
2525,between,the,two,of,us,will,turn,out,as,fate,,,,,,,,,
2526,overseer,of,men,decides,i,am,resolved,,,,,,,,,,,,
2527,i,scorn,further,words,against,this,skyborn,foe,,,,,,,,,,,
2528,men,at,arms,remain,here,on,the,barrow,,,,,,,,,,,
2529,safe,in,your,armor,to,see,which,one,of,us,2530,,,,,,,,
2530,is,better,in,the,end,at,bearing,wounds,,,,,,,,,,,
2531,in,a,deadly,fray,this,fight,is,not,yours,,,,,,,,,,
2532,nor,is,it,up,to,any,man,except,me,,,,,,,,,,
2533,to,measure,his,strength,against,the,monster,,,,,,,,,,,,
2534,or,to,prove,his,worth,i,shall,win,the,gold,,,,,,,,,
2535,by,my,courage,or,else,mortal,combat,,,,,,,,,,,,
2536,doom,of,battle,will,bear,your,lord,away,,,,,,,,,,,
2537,then,he,drew,himself,up,beside,his,shield,,,,,,,,,,,
2538,the,fabled,warrior,in,his,warshirt,and,helmet,,,,,,,,,,,
2539,trusted,in,his,own,strength,entirely,2540,,,,,,,,,,,,
2540,and,went,under,the,crag,no,coward,path,,,,,,,,,,,
2541,hard,by,the,rockface,that,hale,veteran,,,,,,,,,,,,
2542,a,good,man,who,had,gone,repeatedly,,,,,,,,,,,,
2543,into,combat,and,danger,and,come,through,,,,,,,,,,,,
2544,saw,a,stone,arch,and,a,gushing,stream,,,,,,,,,,,
2545,that,burst,from,the,barrow,blazing,and,wafting,,,,,,,,,,,
2546,a,deadly,heat,it,would,be,hard,to,survive,,,,,,,,,,
2547,unscathed,near,the,hoard,to,hold,firm,,,,,,,,,,,,
2548,against,the,dragon,in,those,flaming,depths,,,,,,,,,,,,
2549,then,he,gave,a,shout,the,lord,of,the,geats,2550,,,,,,,,
2550,unburdened,his,breast,and,broke,out,,,,,,,,,,,,,
2551,in,a,storm,of,anger,under,gray,stone,,,,,,,,,,,
2552,his,voice,challenged,and,resounded,clearly,,,,,,,,,,,,,
2553,heat,was,ignited,the,hoardguard,recognized,,,,,,,,,,,,,
2554,a,human,voice,the,time,was,over,,,,,,,,,,,,
2555,for,peace,and,parleying,pouring,forth,,,,,,,,,,,,,
2556,in,a,hot,battlefume,the,breath,of,the,monster,,,,,,,,,,
2557,burst,from,the,rock,there,was,a,rumble,underground,,,,,,,,,,
2558,down,there,in,the,barrow,beowulf,the,warrior,,,,,,,,,,,
2559,lifted,his,shield,the,outlandish,thing,2560,,,,,,,,,,,,
2560,writhed,and,convulsed,and,viciously,,,,,,,,,,,,,,
2561,turned,on,the,king,whose,keenedgedsword,,,,,,,,,,,,,
2562,and,heirloom,inherited,by,ancient,right,,,,,,,,,,,,,
2563,was,already,in,his,hand,roused,to,a,fury,,,,,,,,,,
2564,each,antagonist,struck,terror,in,the,other,,,,,,,,,,,,
2565,unyielding,the,lord,of,his,people,loomed,,,,,,,,,,,,
2566,by,his,tall,shield,sure,of,his,ground,,,,,,,,,,,
2567,while,the,serpent,looped,and,unleashed,itself,,,,,,,,,,,,
2568,swaddled,in,flames,it,came,gliding,and,flexing,,,,,,,,,,,
2569,and,racing,toward,its,fate,yet,his,shield,defended,2570,,,,,,,,,
2570,the,renowned,leaders,life,and,limb,,,,,,,,,,,,,
2571,for,a,shorter,time,than,he,meant,it,to,,,,,,,,,,
2572,that,final,day,was,the,first,time,,,,,,,,,,,,
2573,when,beowulf,fought,and,fate,denied,him,,,,,,,,,,,,
2574,glory,in,battle,so,the,king,of,the,geats,,,,,,,,,,
2575,raised,his,hand,and,struck,hard,,,,,,,,,,,,,
2576,at,the,enameled,scales,but,hardly,cut,through,,,,,,,,,,,
2577,the,blade,flashed,and,slashed,yet,the,blow,,,,,,,,,,,
2578,was,far,less,powerful,than,the,hardpressed,king,,,,,,,,,,,
2579,had,need,of,at,the,moment,the,hoardkeeper,2580,,,,,,,,,,
2580,went,into,a,spasm,and,spouted,deadly,flames,,,,,,,,,,,
2581,when,he,felt,the,stroke,battlefire,,,,,,,,,,,,,
2582,billowed,and,spewed,beowulf,was,foiled,,,,,,,,,,,,,
2583,of,a,glorious,victory,the,glittering,sword,,,,,,,,,,,,
2584,infallible,before,that,day,,,,,,,,,,,,,,,
2585,failed,when,he,unsheathed,it,as,it,never,should,have,,,,,,,,,
2586,for,the,son,of,ecgtheow,it,was,no,easy,thing,,,,,,,,,
2587,to,have,to,give,ground,like,that,and,go,,,,,,,,,,
2588,unwillingly,to,inhabit,another,home,,,,,,,,,,,,,,
2589,in,a,place,beyond,so,every,man,must,yield,2590,,,,,,,,,
2590,the,leasehold,of,his,days,before,long,,,,,,,,,,,,
2591,the,fierce,contenders,clashed,again,,,,,,,,,,,,,,
2592,the,hoardguard,took,heart,inhaled,and,swelled,up,,,,,,,,,,,
2593,and,got,a,new,wind,he,who,had,once,ruled,,,,,,,,,
2594,was,furled,in,fire,and,had,to,face,the,worst,,,,,,,,,
2595,no,help,or,backing,was,to,be,had,then,,,,,,,,,,
2596,from,his,highborn,comrades,that,handpicked,troop,,,,,,,,,,,,
2597,broke,ranks,and,ran,for,their,lives,,,,,,,,,,,,
2598,to,the,safety,of,the,wood,but,within,one,heart,,,,,,,,,
2599,sorrow,welled,up,in,a,man,of,worth,2600,,,,,,,,,,
2600,the,claims,of,kinship,cannot,be,denied,,,,,,,,,,,,
2601,his,name,was,wiglaf,a,son,of,weohstans,,,,,,,,,,,
2602,a,wellregarded,shylfing,warrior,,,,,,,,,,,,,,,
2603,related,to,aelfhere,when,he,saw,his,lord,,,,,,,,,,,
2604,tormented,by,the,heat,of,his,scalding,helmet,,,,,,,,,,,
2605,he,remember,the,bountiful,gifts,he,bestowed,on,him,,,,,,,,,,
2606,how,well,he,lived,among,the,waegmundings,,,,,,,,,,,,
2607,the,freehold,he,inherited,from,his,father,before,him,,,,,,,,,,
2608,he,could,not,hold,back,one,hand,brandished,,,,,,,,,,,
2609,the,yellowtimbered,shield,the,other,drew,his,sword,2610,,,,,,,,,,
2610,an,ancient,blade,that,was,said,to,have,belonged,,,,,,,,,,
2611,to,eanmund,the,son,of,ohthere,the,one,,,,,,,,,,,
2612,weohstan,had,slain,when,he,was,in,exile,without,friends,,,,,,,,,
2613,he,carried,the,arms,to,the,victims,kinfolk,,,,,,,,,,,
2614,the,burnished,helmet,the,webbed,chainmail,,,,,,,,,,,,,
2615,and,that,relic,of,the,giants,but,onela,retuned,,,,,,,,,,
2616,the,weapons,to,him,rewarded,weohstan,,,,,,,,,,,,,
2617,with,eadmunds,wargear,he,ignored,the,bloodfeud,,,,,,,,,,,,
2618,the,fact,that,eadmund,was,his,brothers,son,,,,,,,,,,,
2619,weohstan,kept,that,wargear,for,a,lifetime,2620,,,,,,,,,,,
2620,the,sword,and,the,mailshirt,until,it,was,the,sons,turn,,,,,,,,
2621,to,follow,his,father,and,perform,his,part,,,,,,,,,,,
2622,then,in,old,age,at,the,end,of,his,days,,,,,,,,,
2623,among,the,weathergeats,he,bequeathed,to,wiglaf,,,,,,,,,,,,
2624,innumerable,weapons,and,now,the,youth,,,,,,,,,,,,,
2625,was,to,enter,the,line,of,battle,with,his,lord,,,,,,,,,
2626,his,first,time,to,be,tested,as,a,fighter,,,,,,,,,,
2627,his,spirit,did,not,break,and,the,ancestral,blade,,,,,,,,,,
2628,would,keep,its,edge,as,the,dragon,discovered,,,,,,,,,,,
2629,as,soon,as,they,came,together,in,combat,2630,,,,,,,,,,
2630,sad,at,heart,addressing,his,companions,,,,,,,,,,,,,
2631,wiglaf,spoke,wise,and,fluent,words,,,,,,,,,,,,,
2632,i,remember,that,time,when,the,mead,was,flowing,,,,,,,,,,
2633,how,we,pledged,loyalty,to,our,lord,in,the,hall,,,,,,,,,
2634,promised,our,ringgiver,we,would,be,worth,our,price,,,,,,,,,,
2635,make,good,the,gift,of,the,wargear,,,,,,,,,,,,
2636,those,swords,and,helmets,as,and,when,,,,,,,,,,,,
2637,his,need,required,it,he,picked,us,out,,,,,,,,,,,
2638,from,the,army,deliberately,honored,us,and,judged,us,,,,,,,,,,
2639,fit,for,this,action,made,me,these,lavish,gifts,2640,,,,,,,,,
2640,and,all,because,he,considered,us,the,best,,,,,,,,,,,
2641,of,his,armsbearing,thanes,and,now,although,,,,,,,,,,,,
2642,he,wanted,this,challenge,to,be,the,one,hed,face,,,,,,,,,
2643,by,himself,alonethe,shepherd,of,our,land,,,,,,,,,,,,
2644,a,man,unequalled,in,the,quest,for,glory,,,,,,,,,,,
2645,and,a,name,for,daringnow,the,day,has,come,,,,,,,,,,
2646,when,this,lord,we,serve,needs,sound,men,,,,,,,,,,,
2647,to,give,him,their,support,let,us,go,to,him,,,,,,,,,
2648,help,our,leader,through,the,hot,flame,,,,,,,,,,,,
2649,and,dread,of,the,fire,as,god,is,my,witness,2650,,,,,,,,
2650,i,would,rather,my,body,were,robbed,in,the,same,,,,,,,,,
2651,burning,blaze,as,my,goldgivers,body,,,,,,,,,,,,,
2652,than,go,back,home,bearing,arms,,,,,,,,,,,,,
2653,that,is,unthinkable,unless,we,have,first,,,,,,,,,,,,
2654,slain,the,foe,and,defended,the,life,,,,,,,,,,,,
2655,of,the,prince,of,the,weathergeats,i,well,know,,,,,,,,,,
2656,that,things,he,has,done,for,us,deserve,better,,,,,,,,,,
2657,should,he,alone,be,left,exposed,,,,,,,,,,,,,
2658,to,fall,in,battle,we,must,bond,together,,,,,,,,,,,
2659,shield,and,helmet,mailshirt,and,sword,2660,,,,,,,,,,,,
2660,then,he,wadded,the,dangerous,reek,and,went,,,,,,,,,,,
2661,under,arms,to,his,lord,saying,only,,,,,,,,,,,,
2662,go,on,dear,beowulf,do,everything,,,,,,,,,,,,,
2663,you,said,you,would,when,you,were,still,young,,,,,,,,,,
2664,and,vowed,you,would,never,let,your,name,and,fame,,,,,,,,,
2665,be,dimmed,while,you,lived,your,deeds,are,famous,,,,,,,,,,
2666,so,stay,resolute,my,lord,defend,your,life,now,,,,,,,,,,
2667,with,the,whole,of,your,strength,i,shall,stand,by,you,,,,,,,,
2668,after,those,word,a,wildness,rose,,,,,,,,,,,,,
2669,in,the,dragon,again,and,drove,it,to,attack,2670,,,,,,,,,
2670,heaving,up,fire,hunting,for,enemies,,,,,,,,,,,,,
2671,the,humans,it,loathed,flames,lapped,the,shield,,,,,,,,,,,
2672,charred,it,to,the,boss,and,the,body,armor,,,,,,,,,,
2673,on,the,young,warrior,was,useless,to,him,,,,,,,,,,,
2674,but,wiglaf,did,well,under,the,wide,rim,,,,,,,,,,,
2675,beowulf,shared,with,him,once,his,own,had,shattered,,,,,,,,,,
2676,in,sparks,and,ashes,inspired,again,,,,,,,,,,,,,
2677,by,the,thought,of,glory,the,warking,threw,,,,,,,,,,,
2678,his,whole,strength,behind,a,swordstroke,,,,,,,,,,,,,
2679,and,connected,with,the,skull,and,naegling,snapped,2680,,,,,,,,,,
2680,beowulfs,ancient,irongray,sword,,,,,,,,,,,,,,,
2681,let,him,down,in,the,fight,it,was,never,his,fortune,,,,,,,,
2682,to,be,helped,in,combat,by,the,cuttingedge,,,,,,,,,,,
2683,of,weapons,made,of,iron,when,he,yielded,a,sword,,,,,,,,,
2684,no,matter,how,blooded,and,hardedged,the,blade,,,,,,,,,,,
2685,his,hand,was,too,strong,the,stroke,he,dealt,,,,,,,,,,
2686,i,have,heard,would,ruin,it,he,could,reap,no,advantage,,,,,,,,
2687,then,the,bane,of,that,people,the,firebreathing,dragon,,,,,,,,,,
2688,was,mad,to,attack,for,a,third,time,,,,,,,,,,,
2689,when,a,chance,came,he,caught,the,hero,2690,,,,,,,,,,
2690,in,a,rush,of,flame,and,clamped,sharp,fangs,,,,,,,,,,
2691,into,his,neck,beowulfs,body,,,,,,,,,,,,,,
2692,ran,wet,with,his,lifeblood,it,came,welling,out,,,,,,,,,,
2693,next,thing,they,say,the,noble,son,of,weohstan,,,,,,,,,,
2694,saw,the,king,in,danger,at,his,side,,,,,,,,,,,
2695,and,displayed,his,inborn,bravery,and,strength,,,,,,,,,,,,
2696,he,left,the,head,alone,but,his,fighting,hand,,,,,,,,,,
2697,was,burned,when,he,came,to,his,kinsmans,aid,,,,,,,,,,
2698,he,lunged,at,the,enemy,lower,down,,,,,,,,,,,,
2699,so,that,his,decorated,sword,sank,into,its,belly,2700,,,,,,,,,
2700,and,the,flames,grew,weaker,once,again,the,king,,,,,,,,,,
2701,gathered,his,strength,and,drew,a,stabbing,knife,,,,,,,,,,,
2702,he,carried,on,his,belt,sharpened,for,battle,,,,,,,,,,,
2703,he,stuck,it,deep,into,the,dragons,flank,,,,,,,,,,,
2704,beowulf,dealt,it,a,deadly,wound,,,,,,,,,,,,,
2705,they,had,killed,the,enemy,courage,quelled,his,life,,,,,,,,,,
2706,that,pair,of,kinsmen,partners,in,nobility,,,,,,,,,,,,
2707,had,destroyed,the,foe,so,every,man,should,act,,,,,,,,,,
2708,be,at,hand,when,needed,but,now,for,the,king,,,,,,,,,
2709,this,would,be,the,last,of,his,many,labors,2710,,,,,,,,,
2710,and,triumphs,in,the,world,then,the,wound,,,,,,,,,,,
2711,dealt,by,the,groundburner,earlier,began,,,,,,,,,,,,,
2712,to,scald,and,swell,beowulf,discovered,,,,,,,,,,,,,
2713,deadly,poison,suppurating,inside,him,,,,,,,,,,,,,,
2714,surges,of,nausea,and,so,in,his,wisdom,,,,,,,,,,,
2715,the,prince,realized,his,state,and,struggled,,,,,,,,,,,,
2716,towards,a,seat,on,the,rampart,he,steadied,his,gazed,,,,,,,,,
2717,on,those,gigantic,stones,saw,how,the,earthwork,,,,,,,,,,,
2718,was,braced,with,arches,built,over,columns,,,,,,,,,,,,
2719,and,now,that,thane,unequalled,for,goodness,2720,,,,,,,,,,,
2720,with,his,own,hands,washed,his,lords,wounds,,,,,,,,,,,
2721,swabbed,the,weary,prince,with,water,,,,,,,,,,,,,
2722,bathed,him,clean,unbuckled,his,helmet,,,,,,,,,,,,,
2723,beowulf,spoke,in,spite,of,his,wounds,,,,,,,,,,,,
2724,mortal,wounds,he,still,spoke,,,,,,,,,,,,,,
2725,for,he,well,knew,his,days,in,the,world,,,,,,,,,,
2726,had,been,lived,out,to,the,end,his,allotted,time,,,,,,,,,
2727,was,drawing,to,a,close,death,was,very,near,,,,,,,,,,
2728,now,is,the,time,when,i,would,have,wanted,,,,,,,,,,
2729,to,bestow,this,armor,on,my,own,son,2730,,,,,,,,,,
2730,had,it,been,my,fortune,to,have,fathered,an,heir,,,,,,,,,
2731,and,live,on,in,his,flesh,for,fifty,years,,,,,,,,,,
2732,i,ruled,this,nation,no,king,,,,,,,,,,,,,
2733,of,any,neighboring,clan,would,dare,,,,,,,,,,,,,
2734,face,me,with,troops,none,had,the,power,,,,,,,,,,,
2735,to,intimidate,me,i,took,what,came,,,,,,,,,,,,
2736,cared,for,and,stood,by,things,in,my,keeping,,,,,,,,,,
2737,never,fomented,quarrels,never,,,,,,,,,,,,,,,
2738,swore,to,a,lie,all,this,consoles,me,,,,,,,,,,,
2739,doomed,as,i,am,and,sickening,for,death,2740,,,,,,,,,,
2740,because,of,my,right,way,the,ruler,of,mankind,,,,,,,,,,
2741,need,never,blame,me,when,the,breath,leaves,my,body,,,,,,,,,
2742,for,murder,of,kinsmen,go,now,quickly,,,,,,,,,,,,
2743,dearest,wiglaf,under,the,gray,stone,,,,,,,,,,,,,
2744,where,the,dragon,is,laid,out,lost,to,his,treasure,,,,,,,,,
2745,hurry,to,feast,your,eyes,on,the,hoard,,,,,,,,,,,
2746,away,you,go,i,want,to,examine,,,,,,,,,,,,
2747,that,ancient,gold,gaze,my,fill,,,,,,,,,,,,,
2748,on,those,garnered,jewels,my,going,will,be,easier,,,,,,,,,,
2749,for,having,seen,the,treasure,a,less,troubled,lettinggo,2750,,,,,,,,,
2750,of,the,life,and,lordship,i,have,long,maintained,,,,,,,,,,
2751,and,so,i,have,heard,the,son,of,weohstan,,,,,,,,,,
2752,quickly,obeyed,the,command,of,his,languishing,,,,,,,,,,,,
2753,warweary,lord,he,went,in,his,chainmail,,,,,,,,,,,,
2754,under,the,rockpiled,roof,of,the,barrow,,,,,,,,,,,,
2755,exulting,in,his,triumph,and,saw,beyond,the,seat,,,,,,,,,,
2756,a,treasuretrove,of,astonishing,richness,,,,,,,,,,,,,,
2757,wallhangings,that,were,a,wonder,to,behold,,,,,,,,,,,,
2758,glittering,gold,spread,across,the,ground,,,,,,,,,,,,,
2759,the,old,dawnscorching,serpents,den,2760,,,,,,,,,,,,,
2760,packed,with,goblets,and,vessels,of,the,past,,,,,,,,,,,
2761,tarnished,and,corroding,rusty,helmets,,,,,,,,,,,,,,
2762,all,eaten,away,armbands,everywhere,,,,,,,,,,,,,,
2763,artfully,wrought,how,easily,treasure,,,,,,,,,,,,,,
2764,buried,in,the,ground,gold,hidden,,,,,,,,,,,,,
2765,however,skillfully,can,escape,from,any,man,,,,,,,,,,,,
2766,and,he,saw,too,a,standard,entirely,of,gold,,,,,,,,,,
2767,hanging,high,over,the,hoard,,,,,,,,,,,,,,
2768,a,masterpiece,of,filigree,it,glowed,with,light,,,,,,,,,,,
2769,so,he,could,make,out,the,ground,at,his,feet,2770,,,,,,,,
2770,and,inspect,the,valuables,of,the,dragon,there,was,no,,,,,,,,,
2771,remaining,sign,the,sword,had,dispatched,him,,,,,,,,,,,,
2772,then,the,story,goes,a,certain,man,,,,,,,,,,,,
2773,plundered,the,hoard,in,the,immemorial,howe,,,,,,,,,,,,
2774,filled,his,arms,with,flagons,and,plates,,,,,,,,,,,,
2775,anything,he,wanted,and,took,the,standard,also,,,,,,,,,,,
2776,most,brilliant,of,banners,already,the,blade,,,,,,,,,,,,
2777,of,the,old,kings,sharp,killingsword,,,,,,,,,,,,,
2778,had,done,its,worst,the,one,who,had,for,long,,,,,,,,,
2779,minded,the,hoard,hovering,over,gold,2780,,,,,,,,,,,,
2780,unleashing,fire,surging,forth,,,,,,,,,,,,,,,
2781,midnight,after,midnight,had,been,mown,down,,,,,,,,,,,,
2782,wiglaf,went,quickly,keen,to,get,back,,,,,,,,,,,,
2783,excited,by,the,treasure,anxiety,weighed,,,,,,,,,,,,,
2784,on,his,brave,hearthe,was,hoping,he,would,find,,,,,,,,,,
2785,the,leader,of,the,geats,alive,where,he,had,left,him,,,,,,,,
2786,helpless,earlier,on,the,open,ground,,,,,,,,,,,,,
2787,so,he,came,to,the,place,carrying,the,treasure,,,,,,,,,,
2788,and,found,his,lord,bleeding,profusely,,,,,,,,,,,,,
2789,his,life,at,an,end,again,he,began,2790,,,,,,,,,,
2790,to,swab,his,body,the,beginnings,of,an,utterance,,,,,,,,,,
2791,broke,out,from,the,kings,breastcage,,,,,,,,,,,,,
